codmpio,ano,subsidiado,cober_subsidiado,contributivo,especial,nacimientos,naci_bajopeso,defunciones,defun_menores,defun_ninez,tmi,prestadores,sedes,tacued,turbacued,truracued,taseo,turbaseo,truraseo,talcan,turbalcan,truralcan,uee_cm_sin,uee_resto_sin,ueetot_sin,uee_cm_zni,uee_resto_zni,ueetot_zni,uee_cm,uee_resto,tot_uee,uee_subn_sin,icee_cm,icee_resto,icee_tot,catastro,g_ures_ani,g_ures_con,g_u_tot,cob_gres_pot,cob_gres_efec
5001,1998,216459,0.69479427908511,NA,NA,37877,3266,12139,550,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,1999,223459,0.7088841363823808,NA,NA,38306,3373,12871,596,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2000,224868,0.7050753020817696,NA,NA,36610,3300,12367,622,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2001,231613,0.7179381279939919,NA,NA,35488,3358,12604,555,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2002,240640,0.7374513997723332,NA,NA,33547,3303,12927,465,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2003,248661,0.7537235349372806,NA,NA,34058,3302,12071,455,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2004,467519,1.4018814991939685,NA,NA,33615,3471,11512,457,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2005,1090119,1.0561684647021494,NA,NA,33515,3488,11238,412,66,14,NA,NA,97.4076173518713,97.71719517389222,78.50900852303376,NA,NA,NA,96.80077481099202,97.34058627984285,63.84723271118783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2006,1072494,1,NA,NA,33655,3483,11822,374,82,13.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,353077,160230,162456,59.385284423828125,26.949657440185547
5001,2007,872727,1,NA,NA,33781,3428,11776,394,66,13.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,443241,211132,213973,74.55029296875,35.51104736328125
5001,2008,872727,1,NA,NA,33228,3578,12329,381,90,13.81,NA,NA,84.3,86,7.59,87.56,89.22,13.02,80.64,82.3,5.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,1758,1793,1845,98.87513732910156,100.84364318847656
5001,2009,693129,1,1535192,NA,31893,3560,13017,333,69,13.75,NA,NA,87.42,89.83,17.12,87.27,89.37,26.21,83.47,85.75,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,531670,7552,11933,89.4234848022461,1.2701979875564575
5001,2010,707128,1,1568377,NA,28587,3133,13096,275,71,13.69,11,87,91.93,92.95,62.83,88.4,90.46,29.32,86.27,88.54,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594553,547878,343769,348618,92.149566650390625,57.819740295410156
5001,2011,581390,0.8841223254611537,1656522,25377,27675,2878,12472,260,50,13.543017103929927,11,87,91.75,92.62,59.73,87.5,89.24,23.86,86.68,88.6,16.63,NA,NA,714383,NA,NA,0,677380,37003,714383,0,100,100,100,594553,607380,396324,402396,102.15741729736328,66.6591567993164
5001,2012,598362,1,1669103,27307,27816,2899,12196,261,45,12.581929095394282,13,91,92.66,93.07,79.16,87.05,88.95,24.72,86.89,88.85,22.58,709539,38496,748035,0,0,0,709539,38496,748035,0,100,100,100,669933,645522,448959,456555,96.356201171875,67.01551055908203
5001,2013,601623,0.9954926557093855,1680805,26689,27565,2805,12108,256,42,11.65876976905105,13,91,96.69,97.07,83.23,88.49,90.01,35.34,90.27,91.99,30.09,722320,39898,762218,0,0,0,722320,39898,762218,0,100,100,100,669933,670009,490371,498930,100.01134490966797,73.197021484375
5001,2014,539029,0.9603190439371319,1725425,37332,28474,2917,12494,215,41,11.366349494588166,13,97,94.89,95.45,75,87.68,89.47,24.33,91.09,92.88,27.76,765104,15140,780244,0,0,0,765104,15140,780244,0,100,100,100,669933,691858,521703,531225,103.27271270751953,77.87390899658203
5001,2015,532544,0.9663326667852179,1802793,41855,29211,2902,12967,243,38,11.1232022,13,98,95.81,96.52,72.28,89.55,91.57,23.03,90.22,92.52,14.46,785529,15409,800938,0,0,0,785529,15409,800938,0,100,100,100,669933,714450,547951,557858,106.6449966430664,81.79190826416016
5001,2016,512364,0.9897815259022171,1903126,47392,NA,NA,NA,NA,NA,NA,13,98,96.65,96.89,86.64,82.17,83.45,23.92,91.56,93.13,26.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666033,738456,577279,587810,110.873779296875,86.67423248291016
5002,1998,7220,0.6395903220239827,NA,NA,456,51,142,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,1999,7220,0.6418711201024434,NA,NA,464,41,149,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2000,7220,0.6449711013640871,NA,NA,487,39,163,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2001,7466,0.6709185131453659,NA,NA,432,45,181,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2002,7725,0.6990960348901862,NA,NA,380,41,112,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2003,7961,0.7262130339230245,NA,NA,427,41,132,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2004,8677,0.7988670579154219,NA,NA,371,26,128,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2005,12370,0.6897897730441086,NA,NA,346,38,130,2,0,16.44,NA,NA,64.91718219916184,94.88286066584463,50.57539097078785,NA,NA,NA,41.08960287367791,97.47225647348952,14.104455591619946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2006,12883,0.718396252718452,NA,NA,310,38,118,6,2,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2007,13024,0.753,NA,NA,293,37,104,2,0,16.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2008,15402,0.8905464006938422,NA,NA,309,31,109,5,2,15.89,NA,NA,94.32,100,0,94.32,100,0,94.32,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2009,15389,0.8749715715260404,2533,NA,271,37,103,5,2,15.71,NA,NA,94.07,100,0,94.07,100,0,94.07,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2010,14935,0.8922810371609511,2472,NA,241,23,126,6,1,15.52,1,4,94.25,100,0,94.25,100,0,94.25,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2011,14895,1,2591,265,253,20,127,4,0,15.294860996964484,1,3,94.37,100,0,94.37,100,0,94.37,100,0,NA,NA,6598,NA,NA,0,2755,3843,6598,0,100,100,100,NA,NA,NA,NA,NA,NA
5002,2012,14777,1,2512,265,246,29,106,4,0,13.765374897268035,1,4,100,100,0,100,100,0,100,100,0,3037,3885,6922,0,0,0,3037,3885,6922,0,100,96.4498519897461,97.97593688964844,NA,NA,NA,NA,NA,NA
5002,2013,14484,1,2565,268,229,28,107,4,1,13.437523006813105,1,4,100,100,0,100,100,0,100,100,0,3054,3946,7000,0,0,0,3054,3946,7000,0,100,97.96424865722656,98.842132568359375,NA,NA,NA,NA,NA,NA
5002,2014,11096,0.9795197740112994,2552,391,216,18,143,1,1,12.22340197885415,1,4,100,100,0,100,100,0,100,100,0,3034,3983,7017,0,0,0,3034,3983,7017,0,100,98.46724700927734,99.1241683959961,1599,2691,1310,1310,168.2926788330078,81.92620086669922
5002,2015,10759,0.9816605839416058,2655,412,178,25,109,2,0,13.16084346,1,4,45.51,92.52,20.6,37.45,91.4,8.87,38.1,91.4,9.86,3091,4095,7186,0,0,0,3091,4095,7186,0,100,100,100,1599,2697,1399,1413,168.6679229736328,87.49217987060547
5002,2016,10622,0.9896278218425869,3320,491,NA,NA,NA,NA,NA,NA,1,4,16.02,21.73,0,16.02,21.73,0,16.02,21.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5214,2710,1459,1473,51.9754524230957,27.98235321044922
5004,1998,2313,1.287729987573656,NA,NA,44,3,18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,1999,2313,1.2665089690518432,NA,NA,46,2,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2000,2271,1.2236518815466184,NA,NA,50,5,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2001,2334,1.2378285496086043,NA,NA,27,2,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2002,2352,1.2280701754385965,NA,NA,49,2,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2003,2368,1.2175808806894142,NA,NA,36,5,21,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2004,2384,1.2074065070296989,NA,NA,40,7,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2005,2384,1.2963567156063078,NA,NA,33,2,10,1,0,18.63,NA,NA,58.31873905429072,100,36.02150537634409,NA,NA,NA,39.92994746059544,100,7.795698924731183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2006,1830,0.9951060358890701,NA,NA,27,1,4,0,1,18.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2007,1830,1,NA,NA,22,3,10,1,0,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2008,1830,1,NA,NA,27,2,9,1,0,18.01,NA,NA,23.51,100,0,23.51,100,0,23.51,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2009,1702,0.9615819209039548,217,NA,21,1,7,1,0,17.8,NA,NA,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2010,1596,0.9279069767441861,188,NA,34,6,14,0,2,17.59,1,1,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2011,1469,1,235,31,30,3,28,1,0,15.831,1,1,100,100,100,100,100,100,100,100,100,NA,NA,759,NA,NA,0,326,433,759,0,100,99.08467102050781,99.47575378417969,NA,NA,NA,NA,NA,NA
5004,2012,1519,1,216,32,31,3,22,2,0,15.492145171065639,1,1,100,100,100,100,100,100,100,100,100,340,431,771,0,0,0,340,431,771,0,100,83.852142333984375,90.2810287475586,NA,NA,NA,NA,NA,NA
5004,2013,1473,1,179,32,22,0,7,0,0,15.492145171065639,NA,1,100,100,100,100,100,100,100,100,100,339,516,855,0,0,0,339,516,855,0,100,94.85294342041016,96.82899475097656,NA,NA,NA,NA,NA,NA
5004,2014,1074,0.9880404783808647,205,43,27,1,19,1,0,15.492145171065639,NA,1,100,100,100,100,100,100,100,100,100,339,514,853,0,0,0,339,514,853,0,100,94.83394622802734,96.82179260253906,NA,NA,NA,NA,NA,NA
5004,2015,1037,0.9848053181386515,296,44,24,2,6,0,0,16.9451018,NA,1,76.86,100,68.81,98.46,100,97.93,71.73,100,61.91,361,543,904,0,0,0,361,543,904,0,100,100,100,NA,NA,NA,NA,NA,NA
5004,2016,1063,0.9936842105263158,603,44,NA,NA,NA,NA,NA,NA,NA,1,29.4,70.88,0,29.4,70.88,0,29.4,70.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1998,2255,0.6979976289747947,NA,NA,90,4,28,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1999,2255,0.6908690397226721,NA,NA,117,6,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2000,2325,0.7054764697047164,NA,NA,85,6,53,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2001,2363,0.7103092535590613,NA,NA,85,5,56,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2002,2402,0.7155912192607843,NA,NA,67,4,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2003,2442,0.7211953769072769,NA,NA,57,5,28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2004,2790,0.817017388707004,NA,NA,66,4,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2005,2801,0.9058861578266494,NA,NA,57,5,26,2,0,20.4,NA,NA,59.94208494208494,98.95287958115183,11.663066954643629,NA,NA,NA,55.6949806949807,95.98603839441536,5.831533477321814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2006,2695,0.8716041397153945,NA,NA,63,2,21,1,0,20.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2007,2806,0.94,NA,NA,67,2,19,0,0,19.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2008,3148,1,NA,NA,69,3,19,1,0,19.42,NA,NA,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2009,3159,1,530,NA,44,2,14,0,0,19.09,NA,NA,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2010,2995,1,545,NA,53,3,14,0,0,18.76,1,1,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,2011,2802,1,655,37,53,5,26,0,0,18.76,1,1,69.01,90.48,55.69,35.57,90.36,1.59,35.62,90.48,1.59,NA,NA,1627,NA,NA,0,808,819,1627,0,100,100,100,NA,NA,NA,NA,NA,NA
5021,2012,2855,1,746,38,56,3,24,0,0,18.76,1,1,61.44,90.48,46.43,31.67,90.36,1.32,31.71,90.48,1.32,997,825,1822,0,0,0,997,825,1822,0,100,97.17314147949219,98.69989013671875,NA,NA,NA,NA,NA,NA
5021,2013,2975,1,624,37,53,1,21,0,0,16.884,1,1,57.87,90.48,42.45,29.83,90.36,1.21,29.87,90.48,1.21,1003,828,1831,0,0,0,1003,828,1831,0,100,96.61610412597656,98.44085693359375,NA,NA,NA,NA,NA,NA
5021,2014,2459,0.9911326078194277,663,34,50,3,26,0,0,16.732837060145233,1,1,57.87,90.48,42.45,29.83,90.36,1.21,29.87,90.48,1.21,1036,801,1837,0,0,0,1036,801,1837,0,100,97.32685089111328,98.81656646728516,NA,NA,NA,NA,NA,NA
5021,2015,2408,0.9917627677100495,747,41,59,3,23,0,0,16.78641824,1,1,57.87,90.48,42.45,29.83,90.36,1.21,29.87,90.48,1.21,1000,832,1832,0,0,0,1000,832,1832,0,100,100,100,NA,NA,NA,NA,NA,NA
5021,2016,2515,0.9967397747480735,649,56,NA,NA,NA,NA,NA,NA,1,1,36.99,79.93,10.86,30.62,79.48,0.87,30.53,79.04,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1998,5490,0.6649751185448358,NA,NA,482,42,163,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,1999,5490,0.6587027227818996,NA,NA,522,52,137,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2000,5490,0.6529411848658462,NA,NA,557,36,143,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2001,5722,0.6749354317274856,NA,NA,521,42,167,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2002,6019,0.7044365104797073,NA,NA,426,34,131,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2003,6238,0.7246099877926797,NA,NA,410,40,136,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2004,6856,0.7908640893833302,NA,NA,434,41,142,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2005,7940,0.4043181586719625,NA,NA,397,37,136,2,3,14.65,NA,NA,93.99912395970215,98.62542955326461,89.18677390527256,NA,NA,NA,92.01343261790042,98.94043528064147,84.80786416443253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2006,8490,0.4323250840207761,NA,NA,412,32,157,4,2,14.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2007,8870,0.5956,NA,NA,373,40,148,8,1,14.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2008,13120,0.8459604100844671,NA,NA,361,35,159,1,0,14.16,NA,NA,58.64,68.65,52.39,44.2,66.8,30.09,28.05,67.83,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2009,13396,0.8971336726493437,12206,NA,354,30,162,2,1,14,NA,NA,60.8,68.46,55.27,44.09,65.47,28.66,29.16,62.42,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2010,12081,0.7104381064392826,12156,NA,308,33,244,1,1,13.84,1,1,58.75,72.47,50.64,44.21,70.29,28.78,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2011,10711,1,13324,367,275,34,175,3,2,13.84,1,1,59.32,72.41,50.59,46.32,71.95,29.22,100,100,100,NA,NA,8260,NA,NA,0,3715,4545,8260,0,100,100,100,NA,NA,NA,NA,NA,NA
5030,2012,10732,1,12939,374,284,34,162,5,0,13.84,1,1,66.3,99.97,39.99,81.7,99.97,67.43,39.19,89.35,0,4144,4620,8764,0,0,0,4144,4620,8764,0,100,98.97172546386719,99.455291748046875,NA,NA,NA,NA,NA,NA
5030,2013,10863,1,12381,366,259,25,169,3,1,12.456,1,1,100,100,100,100,100,100,100,100,100,4327,4749,9076,0,0,0,4327,4749,9076,0,100,98.60880279541016,99.26719665527344,3906,3186,2879,2881,81.56681823730469,73.70711517333984
5030,2014,8910,0.9609577221742882,12206,391,266,21,166,1,0,11.2104,1,1,100,100,100,100,100,100,100,100,100,4361,4868,9229,0,0,0,4361,4868,9229,0,100,99.16480255126953,99.5577163696289,3906,4231,3418,3438,108.3205337524414,87.50640106201172
5030,2015,8978,0.966727683859158,12542,412,281,27,161,2,0,12.561253200000001,1,1,100,100,100,100,100,100,100,100,100,4576,5000,9576,0,0,0,4576,5000,9576,0,100,100,100,3906,4420,3636,3660,113.15924072265625,93.087554931640625
5030,2016,8258,0.9882770170426559,13769,498,NA,NA,NA,NA,NA,NA,1,1,100,100,100,100,100,100,34.29,100,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3906,5367,4277,4302,137.40399169921875,109.49819946289062
5031,1998,6513,0.6202770894804701,NA,NA,383,32,152,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,1999,6513,0.6218063565355353,NA,NA,427,38,136,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2000,6513,0.62398577162983,NA,NA,427,36,124,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2001,6663,0.6411657881710638,NA,NA,441,32,131,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2002,6821,0.659819862696333,NA,NA,420,33,99,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2003,6959,0.6771867566053199,NA,NA,411,30,139,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2004,7728,0.7572519514817857,NA,NA,443,28,125,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2005,14111,0.789470739621797,NA,NA,413,31,115,6,3,17.26,NA,NA,59.77296181630547,96.22302158273382,10.702179176755449,NA,NA,NA,56.57378740970073,95.50359712230215,4.164648910411622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2006,14484,0.8103390399462908,NA,NA,426,31,105,3,0,17.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,2007,14679,0.9149,NA,NA,427,40,121,7,0,16.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
