codmpio,ano,subsidiado,cober_subsidiado,contributivo,especial,nacimientos,naci_bajopeso,defunciones,defun_menores,defun_ninez,tmi,prestadores,sedes,tacued,turbacued,truracued,taseo,turbaseo,truraseo,talcan,turbalcan,truralcan,uee_cm_sin,uee_resto_sin,ueetot_sin,uee_cm_zni,uee_resto_zni,ueetot_zni,uee_cm,uee_resto,tot_uee,uee_subn_sin,icee_cm,icee_resto,icee_tot,catastro,g_ures_ani,g_ures_con,g_u_tot,cob_gres_pot,cob_gres_efec
15580,2013,5020,1,166,32,28,3,31,0,1,19.652686339718027,1,2,31.89,94.26,7.66,26.38,94.26,0,26.38,94.26,0,404,1125,1529,0,0,0,404,1125,1529,0,100,69.83240509033203,75.880889892578125,NA,NA,NA,NA,NA,NA
15580,2014,3301,0.9723122238586156,237,62,39,2,19,0,0,19.652686339718027,1,2,30.62,94.97,7.08,25.44,94.97,0,25.44,94.97,0,404,1063,1467,0,0,0,404,1063,1467,0,100,57.615177154541016,65.22898864746094,NA,NA,NA,NA,NA,NA
15580,2015,3312,0.9681379713534054,284,76,29,2,29,0,0,20.61159545,1,2,29.47,94.05,5.99,29.47,94.05,5.99,29.47,94.05,5.99,473,1181,1654,0,0,0,473,1181,1654,0,100,64.01084010840108,71.35461604831751,NA,NA,NA,NA,NA,NA
15580,2016,3400,0.9887425658453696,434,78,NA,NA,NA,NA,NA,NA,1,2,29.45,95.54,5.73,25.23,95.54,0,25.23,95.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,1998,3244,0.4461832079967474,NA,NA,185,11,53,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,1999,3488,0.4713289950706392,NA,NA,194,16,60,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2000,3488,0.46314221812192646,NA,NA,184,11,48,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2001,7883,1.0287783886326187,NA,NA,194,12,36,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2002,7999,1.0262605434190064,NA,NA,204,13,63,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2003,8058,1.0165697847150443,NA,NA,156,9,65,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2004,8566,1.0629785637206384,NA,NA,182,10,62,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2005,8867,0.976326800264259,NA,NA,211,19,74,3,0,16.49,NA,NA,74.78079331941545,98.93276414087512,59.25925925925925,NA,NA,NA,38.413361169102295,93.27641408751333,3.155006858710562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2006,8873,0.9769874476987448,NA,NA,149,17,68,0,2,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2007,9171,1,NA,NA,197,21,53,4,2,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2008,9173,1,NA,NA,169,18,58,2,1,15.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2009,8872,1,1786,NA,130,9,55,1,0,14.51,NA,NA,100,100,100,84.44,100,0,84.44,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2010,7950,1,1948,NA,151,12,82,3,1,14.02,1,1,97.58,100,95.86,41.62,100,0,41.62,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15599,2011,7744,1,2257,101,167,12,59,0,0,13.894972946104865,1,1,97.61,100,95.95,40.91,100,0.06,40.91,100,0.06,NA,NA,3461,NA,NA,0,1211,2250,3461,0,100,95.82623291015625,97.24641418457031,689,672,499,508,97.53265380859375,72.4238052368164
15599,2012,7755,1,2196,104,172,16,46,2,0,13.88665026596653,1,2,97.69,100,96.1,40.68,99.83,0.06,40.68,99.83,0.06,1582,2100,3682,0,0,0,1582,2100,3682,0,100,89.43782043457031,93.68956756591797,1526,1249,699,729,81.84796905517578,45.8060302734375
15599,2013,7750,1,2080,104,148,8,56,1,0,12.562220320758367,1,2,96.31,100,95.49,20.73,99.62,3.32,18.03,99.62,0.02,1290,2472,3762,0,0,0,1290,2472,3762,0,100,89.5976791381836,92.91182708740234,1526,1517,983,1028,99.41022491455078,64.416778564453125
15599,2014,6623,0.9913186648705283,2266,143,133,5,71,1,0,12.458290180966365,1,2,96.32,100,95.5,20.9,100,3.3,18.22,100,0.02,1323,2513,3836,0,0,0,1323,2513,3836,0,100,89.65394592285156,92.97139739990234,1526,1517,1109,1166,99.41022491455078,72.67366027832031
15599,2015,6630,0.9861668897813476,2021,150,124,13,59,2,0,11.24917961,1,1,91.56,100,89.66,21.45,100,3.78,18.39,100,0.02,1575,2606,4181,0,0,0,1575,2606,4181,0,100,92.97181591152336,95.50022841480128,1526,1517,1166,1227,99.41022491455078,76.4089126586914
15599,2016,6705,0.9941190036900369,1917,167,NA,NA,NA,NA,NA,NA,1,1,91.58,100,89.69,21.44,100,3.79,18.36,99.95,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1517,1213,1286,99.41022491455078,79.488861083984375
15600,1998,2609,0.31623905102587996,NA,NA,94,12,30,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,1999,3165,0.37690188082969855,NA,NA,106,1,33,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2000,3165,0.37034731440275437,NA,NA,92,1,34,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2001,5353,0.6156657430722077,NA,NA,112,7,34,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2002,5539,0.6263057695097525,NA,NA,94,5,27,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2003,5648,0.6279399245604892,NA,NA,119,6,38,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2004,5924,0.6478274705530482,NA,NA,111,7,32,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2005,5986,1.2166666666666666,NA,NA,112,11,36,1,2,24.23,NA,NA,41.40382052421146,98.40425531914893,29.973333333333336,NA,NA,NA,16.03731674811195,82.4468085106383,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15600,2006,5988,1,NA,NA,100,12,23,1,0,23.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,254,169,196,63.5,42.25
15600,2007,5989,1,NA,NA,98,10,36,3,0,22.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,279,173,206,69.75,43.25
15600,2008,5989,1,NA,NA,102,4,23,1,0,21.32,NA,NA,7.55,49.15,2.27,4.23,33.08,0.57,3.95,30.76,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,213,168,174,114.51612854003906,90.32257843017578
15600,2009,5650,1,244,NA,100,8,32,1,0,20.35,NA,NA,8.38,52.39,2.45,4.73,35.27,0.61,4.42,32.8,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,300,208,268,75,52
15600,2010,4339,1,389,NA,94,6,32,1,0,19.38,1,1,7.42,33.36,2.29,5.13,20.89,2.01,5.41,22.46,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,300,244,307,75,61
15600,2011,4391,1,595,3,103,12,25,1,0,19.38,1,1,7.85,53.76,1.5,6.34,45.97,0.86,5.39,42.14,0.31,NA,NA,2125,NA,NA,0,511,1614,2125,0,87.7374038696289,87.7374038696289,87.7374038696289,400,305,248,319,76.25,62
15600,2012,4221,1,559,3,90,9,37,1,0,19.38,1,1,7.85,53.76,1.5,6.34,45.97,0.86,5.39,42.14,0.31,523,1657,2180,0,0,0,523,1657,2180,0,100,82.1517105102539,85.82677459716797,400,364,269,348,91,67.25
15600,2013,4333,1,549,3,86,9,29,1,0,17.442,1,1,7.85,53.76,1.5,6.34,45.97,0.86,5.39,42.14,0.31,528,1816,2344,0,0,0,528,1816,2344,0,100,90.03470611572266,92.10215759277344,377,372,294,383,98.673736572265625,77.98408508300781
15600,2014,3458,0.9793259699801756,647,2,77,5,32,1,0,17.5950786475059,1,1,9.57,53.76,3.47,6.34,45.97,0.86,5.39,42.14,0.31,540,1847,2387,0,0,0,540,1847,2387,0,100,64.55784606933594,70.18524169921875,377,372,302,391,98.673736572265625,80.1061019897461
15600,2015,3573,0.9789041095890411,701,5,86,7,30,0,0,17.5950786475059,1,1,9.57,53.76,3.47,6.34,45.97,0.86,5.39,42.14,0.31,728,1919,2647,0,0,0,728,1919,2647,0,100,67.07444949318419,73.75313457787685,508,372,321,414,73.22834777832031,63.1889762878418
15600,2016,3728,0.9916946456971196,747,26,NA,NA,NA,NA,NA,NA,1,1,13.48,88.07,3.37,11.26,88.09,0.84,8.41,66.04,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,508,401,513,100,78.93700408935547
15621,1998,2820,1.73873046779865,NA,NA,45,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,1999,2820,1.7567893366625114,NA,NA,48,1,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2000,2820,1.7758096936539363,NA,NA,51,3,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2001,2820,1.796438083722933,NA,NA,50,3,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2002,2820,1.8181618899083634,NA,NA,32,2,18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2003,2820,1.8416699374811831,NA,NA,25,0,20,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2004,2838,1.8783506519293136,NA,NA,29,1,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2005,2838,1.0267727930535455,NA,NA,27,1,14,0,1,19.9,NA,NA,35.22012578616352,91.37931034482759,25.625920471281294,NA,NA,NA,13.962264150943396,88.79310344827587,1.1782032400589102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2006,2838,1,NA,NA,47,4,10,0,0,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2007,2838,1,NA,NA,33,2,17,1,0,18.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2008,2838,1,NA,NA,32,3,11,0,0,17.51,NA,NA,22.86,100,0,23.49,100,0.82,22.86,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2009,2639,0.9858050056032872,83,NA,34,1,24,1,0,16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2010,2339,0.9902624894157493,114,NA,38,2,22,0,0,15.92,1,1,22.12,100,0,22.76,100,0.82,22.12,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15621,2011,2258,1,75,2,17,1,14,0,0,15.92,1,1,22.86,100,0,23.49,100,0.82,22.86,100,0,NA,NA,907,NA,NA,0,219,688,907,0,100,98.42632293701172,98.80174255371094,NA,NA,NA,NA,NA,NA
15621,2012,2184,1,67,2,25,6,15,0,0,15.800937207529545,1,1,22.86,100,0,23.49,100,0.82,22.86,100,0,227,730,957,0,0,0,227,730,957,0,100,100,100,NA,NA,NA,NA,NA,NA
15621,2013,2091,1,82,2,18,1,14,0,0,15.800937207529545,1,1,22.82,100,0,23.45,100,0.82,22.82,100,0,231,750,981,0,0,0,231,750,981,0,100,100,100,NA,NA,NA,NA,NA,NA
15621,2014,1949,0.9803822937625755,105,1,29,2,10,0,1,15.631869154610932,1,1,22.82,100,0,23.45,100,0.82,22.82,100,0,232,760,992,0,0,0,232,760,992,0,100,100,100,NA,NA,NA,NA,NA,NA
15621,2015,1954,0.9760239760239761,89,3,24,1,13,0,0,17.60493092,1,1,22.82,100,0,23.45,100,0.82,22.82,100,0,254,785,1039,0,0,0,254,785,1039,0,100,100,100,NA,NA,NA,NA,NA,NA
15621,2016,1921,0.9929632525410477,135,18,NA,NA,NA,NA,NA,NA,1,1,22.73,100,0,64.13,100,0,64.13,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,1998,4250,0.4973467428937342,NA,NA,129,13,50,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,1999,4362,0.5127478736891105,NA,NA,161,10,60,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2000,4402,0.5199727043860678,NA,NA,217,17,65,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2001,6137,0.7290437635336989,NA,NA,194,13,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2002,6300,0.7530227588578486,NA,NA,154,16,56,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2003,6391,0.7690891390076572,NA,NA,163,16,67,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2004,7433,0.9013300104696399,NA,NA,178,19,75,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2005,7632,0.6865779057214826,NA,NA,183,18,74,3,1,21.74,NA,NA,40.98618090452261,98.97435897435898,37.20307795249248,NA,NA,NA,6.815326633165829,95.38461538461539,1.0371361659417866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2006,10929,0.9831774019431451,NA,NA,195,28,66,6,0,20.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2007,10928,1,NA,NA,178,22,69,1,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2008,10931,1,NA,NA,163,17,65,4,0,19.13,NA,NA,22.6,80.09,18.5,6.34,80.09,1.09,6.34,80.09,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2009,10881,0.9208700067704807,231,NA,152,20,64,0,1,18.26,NA,NA,22.9,97.74,18.53,6.43,97.74,1.09,6.43,97.74,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2010,10168,0.967735795184163,255,NA,173,18,63,0,0,17.39,1,1,22.94,92.41,18.25,6.7,92.41,0.91,6.7,92.41,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15632,2011,10156,1,276,24,175,25,84,2,0,17.39,1,1,99.18,100,99.15,4.02,100,1.27,4.02,100,1.27,NA,NA,3962,NA,NA,0,323,3639,3962,0,100,97.09178161621094,97.32252502441406,NA,NA,NA,NA,NA,NA
15632,2012,10037,1,263,23,170,18,72,2,0,16.797042876021873,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,3879,4209,0,0,0,330,3879,4209,0,100,100,100,NA,NA,NA,NA,NA,NA
15632,2013,9892,1,224,22,158,15,62,2,0,16.797042876021873,1,1,99.18,100,99.16,4.14,100,1.26,4.14,100,1.26,337,3983,4320,0,0,0,337,3983,4320,0,100,100,100,NA,NA,NA,NA,NA,NA
15632,2014,8270,0.9916067146282974,217,19,161,15,60,1,0,16.299203285261513,1,1,99.19,100,99.15,4.09,100,0,4.09,100,0,340,4186,4526,0,0,0,340,4186,4526,0,100,100,100,NA,NA,NA,NA,NA,NA
15632,2015,8194,0.9875858744124383,324,20,133,16,62,0,0,18.075653451322164,1,1,97.66,97.67,97.66,4.01,97.67,0,4,97.46,0,447,4301,4748,0,0,0,447,4301,4748,0,100,100,100,NA,NA,NA,NA,NA,NA
15632,2016,8293,0.9953957680250783,626,71,NA,NA,NA,NA,NA,NA,1,1,96.8,97.25,96.78,3.98,97.25,0,3.98,97.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,1998,2056,0.9992729025961654,NA,NA,72,10,10,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,1999,2056,0.9756912411779668,NA,NA,67,8,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2000,2056,0.953196918614786,NA,NA,48,8,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2001,2056,0.931341639306241,NA,NA,53,10,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2002,2090,0.9257044655274744,NA,NA,49,4,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2003,2260,0.9788634788634788,NA,NA,67,10,22,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2004,2418,1.0248298731550518,NA,NA,84,7,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2005,2492,0.8149117069980379,NA,NA,112,10,18,1,1,23.03,NA,NA,81.71500630517023,97.57575757575758,70.41036717062636,NA,NA,NA,43.505674653215635,91.21212121212122,9.503239740820735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15638,2006,3017,0.986592544146501,NA,NA,71,6,17,1,1,22.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,400,212,220,100,53
15638,2007,3018,0.9704,NA,NA,59,12,13,1,1,21.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,424,245,253,106,61.25
15638,2008,3167,1,NA,NA,58,6,16,0,0,20.96,NA,NA,31.76,66.73,15.53,20.02,58.83,2.01,21.51,62.97,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1644,1154,964,1000,70.19464874267578,58.63747024536133
15638,2009,3147,0.9338278931750742,14,NA,56,1,16,4,0,20.27,NA,NA,33.2,67.97,16.96,21.46,61.64,2.7,22.76,65.18,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,425,276,286,100,64.94117736816406
15638,2010,3011,0.9881851000984575,61,NA,63,14,25,1,0,19.58,1,1,62.81,71.8,53.21,36.68,65.96,5.37,38.44,69.37,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,501,353,365,100,70.4590835571289
15638,2011,3164,1,42,NA,69,7,20,1,0,17.622,1,1,62.06,69.52,53.79,35.65,62.67,5.69,38.1,67.03,6.03,NA,NA,855,NA,NA,0,474,381,855,0,100,100,100,503,503,371,385,100,73.75745391845703
15638,2012,3242,1,37,NA,67,4,10,1,0,17.5515355718599,1,1,64.9,74.57,54.28,38.78,68.64,5.99,40.73,72.07,6.34,488,620,1108,0,0,0,488,620,1108,0,100,100,100,535,535,380,396,100,71.02803802490234
15638,2013,3266,1,39,NA,65,6,13,0,0,17.5515355718599,1,1,65.99,76.44,54.53,39.89,70.51,6.32,41.68,73.95,6.32,524,626,1150,0,0,0,524,626,1150,0,100,100,100,535,535,400,418,100,74.766357421875
15638,2014,2364,0.9788819875776398,48,1,62,3,21,0,0,15.796382014673911,1,1,71.27,79.35,62.59,38.62,69.24,5.73,42.11,75.28,6.49,557,642,1199,0,0,0,557,642,1199,0,100,100,100,535,535,415,435,100,77.5700912475586
15638,2015,2398,0.975193167954453,115,2,67,7,25,1,0,15.37936676,1,1,81.54,100,66.43,48.33,97.07,8.46,48.33,97.59,8.04,688,704,1392,0,0,0,688,704,1392,0,100,100,100,535,535,447,469,100,83.55139923095703
15638,2016,2768,0.9919238534756274,361,17,NA,NA,NA,NA,NA,NA,1,1,84.05,100,69.88,52.32,98.99,10.98,50.9,98,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,603,524,555,100,86.89884185791016
15646,1998,7341,1.3153210263051662,NA,NA,372,22,55,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,1999,7341,1.3203740862061648,NA,NA,405,41,80,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,2000,7341,1.3260450530174164,NA,NA,403,32,72,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,2001,7341,1.3325443228456655,NA,NA,406,34,72,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,2002,7371,1.3453712821364592,NA,NA,399,35,79,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,2003,7399,1.3586769398974134,NA,NA,408,24,82,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15646,2004,8462,1.5644105655209237,NA,NA,409,38,83,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
